user_id,lead_created_at,acquisition_channel,region,device_type,lead_score,company_size
U102998,2025-01-05 12:17:00,Paid Search,LATAM,mobile ,61.0,1-10
U102999,2025-01-13 20:26:00,Direct,North America,Tablet,50.0,51-200
U103000,2025-03-24 23:37:00,Social,APAC,Tablet,41.0,1-10
U103001,2025-05-18 08:03:00,Referral,North America,Tablet,54.0,11-50
U103002,2025-06-23 05:58:00,Organic,North America,Desktop,27.0,1-10
U103003,05/26/2025 01:09,Direct,North America,Tablet,,11-50
U103004,2025-05-13 16:01:00,email,EMEA,Tablet,53.0,
U103005,2025-03-29 17:14:00,Organic,LATAM,Tablet,79.0,11-50
U103006,2025-02-20 22:14:00,Organic,North America,mobile ,74.0,51-200
U103007,2025-06-08 07:38:00,paid search,North America,desktop,67.0,201-1000
U103008,2025-02-14 15:33:00,Social,North America,Desktop,49.0,11 - 50
U103009,2025-04-15 20:39:00,Organic,North America,Desktop,64.0,201-1000
U103010,06/13/2025 12:24,Partner,EMEA,Mobile,51.0,51-200
U103011,2025-06-21 06:30:00,Email,North America,Desktop,47.0,
U103012,2025-03-31 16:07:00,Email,LATAM,Mobile,78.0,1-10
U103013,2025-01-15 07:10:00,Social,LATAM,desktop,72.0,1-10
U103014,2025-04-16 23:17:00,Social,APAC,Mobile,56.0,1000+
U103015,2025-06-18 20:55:00,Paid Search,North America,Mobile,58.0,201-1000
U103016,2025-05-05 20:15:00,Direct,,Tablet,,11-50
U103017,02/03/2025 02:57,Email,,Mobile,23.0,51-200
U103018,2025-03-06 12:36:00,paid search,APAC,desktop,66.0,201-1000
U103019,2025-01-14 21:29:00,Email,LATAM,mobile ,78.0,1-10
U103020,2025-05-04 00:44:00,Organic,APAC,desktop,39.0,51-200
U103021,2025-01-20 04:43:00,Paid Search,APAC,mobile ,63.0,11 - 50
U103022,2025-03-05 21:35:00,email,North America,mobile ,76.0,11 - 50
U103023,2025-01-25 09:58:00,Referral,,Mobile,35.0,11 - 50
U103024,04/20/2025 04:10,Partner,APAC,Tablet,59.0,11-50
U103025,2025-04-28 18:49:00,Social,LATAM,Desktop,22.0,201-1000
U103026,2025-05-18 23:57:00,Email,North America,Desktop,40.0,
U103027,2025-02-19 15:47:00,Email,APAC,Desktop,20.0,11-50
U103028,2025-04-17 04:15:00,Referral,EMEA,mobile ,99.0,11 - 50
U103029,2025-06-01 01:49:00,Referral,North America,Desktop,,11 - 50
U103030,2025-02-01 22:47:00,Referral,APAC,Tablet,82.0,11-50
U103031,04/18/2025 02:43,email,EMEA,desktop,49.0,11-50
U103032,2025-02-03 16:42:00,Partner,North America,Mobile,61.0,11 - 50
U103033,2025-04-08 04:02:00,Partner,LATAM,mobile ,75.0,201-1000
U103034,2025-01-30 03:36:00,Social,EMEA,Desktop,66.0,1-10
U103035,2025-02-20 14:38:00,Referral,APAC,Desktop,70.0,201-1000
U103036,2025-04-24 21:02:00,email,LATAM,Desktop,71.0,1-10
U103037,2025-04-21 14:51:00,Email,LATAM,Tablet,65.0,11 - 50
U103038,04/18/2025 17:10,Organic,,Mobile,82.0,51-200
U103039,2025-04-27 14:12:00,email,North America,Mobile,57.0,11-50
U103040,2025-04-14 05:35:00,Social,APAC,mobile ,83.0,
U103041,2025-05-12 22:31:00,Email,LATAM,Mobile,71.0,11 - 50
U103042,2025-02-08 20:20:00,Email,,mobile ,,
U103043,2025-04-03 03:42:00,Referral,LATAM,mobile ,53.0,11-50
U103044,2025-06-27 16:21:00,email,North America,mobile ,50.0,51-200
U103045,05/01/2025 15:19,Direct,EMEA,mobile ,86.0,11 - 50
U103046,2025-04-22 10:32:00,Paid Search,LATAM,Mobile,57.0,51-200
U103047,2025-02-02 02:22:00,Referral,APAC,Mobile,47.0,51-200
U103048,2025-05-23 15:24:00,Direct,LATAM,Mobile,59.0,
U103049,2025-01-09 00:02:00,Organic,EMEA,desktop,76.0,1-10
U103050,2025-02-16 00:23:00,paid search,APAC,Mobile,79.0,51-200
U103051,2025-05-28 08:16:00,email,APAC,desktop,46.0,51-200
U103052,01/15/2025 20:11,Organic,LATAM,Mobile,55.0,
U103053,2025-02-23 07:33:00,Social,,Desktop,85.0,
U103054,2025-01-16 18:06:00,Paid Search,EMEA,desktop,75.0,1-10
U103055,2025-05-16 21:01:00,email,,Desktop,,11-50
U103056,2025-03-17 14:33:00,paid search,North America,desktop,76.0,11-50
U103057,2025-05-10 10:25:00,Partner,APAC,desktop,45.0,1-10
U103058,2025-01-04 13:58:00,Social,North America,desktop,66.0,11-50
U103059,01/31/2025 09:50,paid search,APAC,desktop,68.0,201-1000
U103060,2025-05-12 09:20:00,email,LATAM,Tablet,76.0,51-200
U103061,2025-06-18 14:59:00,email,APAC,mobile ,48.0,51-200
U103062,2025-01-23 08:11:00,Referral,LATAM,desktop,61.0,1-10
U103063,2025-01-30 05:39:00,Organic,,mobile ,72.0,1000+
U103064,2025-04-29 14:31:00,email,APAC,desktop,82.0,51-200
U103065,2025-02-12 17:23:00,Email,LATAM,desktop,67.0,
U103066,04/04/2025 01:55,paid search,,Mobile,100.0,1-10
U103067,2025-04-26 16:10:00,Partner,North America,Desktop,83.0,
U103068,2025-06-13 11:04:00,Organic,,Mobile,,11 - 50
U103069,2025-06-19 11:22:00,Partner,APAC,desktop,55.0,
U103070,2025-04-13 00:04:00,Organic,North America,mobile ,65.0,201-1000
U103071,2025-03-06 03:54:00,Partner,APAC,Mobile,47.0,1000+
U103072,2025-04-13 05:38:00,Paid Search,EMEA,desktop,82.0,11-50
U103073,02/19/2025 21:54,Organic,,Tablet,82.0,201-1000
U103074,2025-02-07 20:44:00,Direct,,Tablet,59.0,
U103075,2025-01-19 23:33:00,Social,EMEA,mobile ,25.0,201-1000
U103076,2025-04-29 01:57:00,Partner,LATAM,Desktop,39.0,1000+
U103077,2025-04-11 20:37:00,Organic,North America,Desktop,41.0,
U103078,2025-05-27 14:49:00,Direct,APAC,Desktop,72.0,51-200
U103079,2025-03-23 22:54:00,Email,North America,Mobile,55.0,
U103080,02/11/2025 00:22,Referral,LATAM,mobile ,65.0,11-50
U103081,2025-02-28 20:55:00,email,EMEA,mobile ,,51-200
U103082,2025-01-16 23:37:00,Email,APAC,desktop,58.0,1000+
U103083,2025-04-22 20:14:00,Partner,APAC,Tablet,43.0,11-50
U103084,2025-06-17 14:43:00,Direct,North America,mobile ,64.0,11-50
U103085,2025-05-11 01:06:00,Social,APAC,Desktop,54.0,11-50
U103086,2025-04-24 03:10:00,Direct,,Mobile,69.0,1-10
U103087,05/29/2025 19:06,Email,EMEA,Tablet,70.0,11 - 50
U103088,2025-02-20 03:59:00,Referral,APAC,Tablet,62.0,1000+
U103089,2025-04-15 06:37:00,Referral,LATAM,desktop,79.0,51-200
U103090,2025-04-05 09:41:00,Direct,APAC,Desktop,77.0,1000+
U103091,2025-05-18 17:45:00,Referral,APAC,Mobile,43.0,
U103092,2025-03-14 11:37:00,Organic,EMEA,desktop,61.0,11-50
U103093,2025-01-08 23:11:00,paid search,APAC,Desktop,40.0,201-1000
U103094,01/18/2025 10:50,Direct,LATAM,Desktop,,51-200
U103095,2025-05-17 17:38:00,Organic,LATAM,Mobile,30.0,51-200
U103096,2025-06-23 23:31:00,paid search,North America,Tablet,54.0,11-50
U103097,2025-06-06 02:31:00,Referral,North America,desktop,95.0,11 - 50
U103098,2025-06-14 18:01:00,email,LATAM,mobile ,50.0,1-10
U103099,2025-03-16 17:36:00,Organic,,Tablet,55.0,1-10
U103100,2025-01-09 01:08:00,Referral,LATAM,Desktop,52.0,1-10
U103101,01/20/2025 11:45,Direct,North America,desktop,65.0,201-1000
U103102,2025-05-22 10:09:00,Paid Search,APAC,Desktop,56.0,11-50
U103103,2025-04-06 03:39:00,paid search,EMEA,Desktop,48.0,1-10
U103104,2025-01-21 01:19:00,Partner,EMEA,Tablet,57.0,51-200
U103105,2025-05-26 19:52:00,Organic,EMEA,mobile ,51.0,1000+
U103106,2025-02-06 23:54:00,Partner,North America,Mobile,81.0,1-10
U103107,2025-01-23 04:37:00,paid search,North America,mobile ,,201-1000
U103108,04/23/2025 12:40,Referral,North America,Mobile,73.0,51-200
U103109,2025-01-16 07:21:00,Paid Search,EMEA,Desktop,77.0,11-50
U103110,2025-04-23 01:05:00,Referral,EMEA,Tablet,100.0,11 - 50
U103111,2025-03-14 06:34:00,email,,mobile ,50.0,1-10
U103112,2025-05-18 21:55:00,Organic,LATAM,desktop,40.0,1000+
U103113,2025-05-17 05:59:00,Partner,North America,Tablet,59.0,201-1000
U103114,2025-02-09 02:55:00,Organic,EMEA,Tablet,3.0,51-200
U103115,01/25/2025 20:52,paid search,North America,Mobile,59.0,11-50
U103116,2025-05-15 22:35:00,Direct,APAC,desktop,35.0,11-50
U103117,2025-02-09 14:48:00,Paid Search,LATAM,desktop,32.0,51-200
U103118,2025-05-21 04:23:00,Direct,North America,Tablet,67.0,51-200
U103119,2025-06-24 17:39:00,email,EMEA,desktop,43.0,11 - 50
U103120,2025-02-24 08:27:00,Partner,APAC,Desktop,,11-50
U103121,2025-03-31 19:51:00,Direct,APAC,Desktop,71.0,11 - 50
U103122,06/28/2025 15:26,Referral,,mobile ,83.0,1-10
U103123,2025-05-26 19:10:00,Organic,APAC,Tablet,47.0,
U103124,2025-01-13 10:30:00,Email,LATAM,Desktop,72.0,51-200
U103125,2025-01-31 18:50:00,email,EMEA,mobile ,66.0,1000+
U103126,2025-04-27 00:49:00,Organic,North America,Desktop,54.0,1-10
U103127,2025-03-26 01:26:00,paid search,EMEA,Desktop,90.0,1000+
U103128,2025-04-10 06:10:00,Direct,LATAM,Desktop,41.0,201-1000
U103129,03/22/2025 23:21,Referral,North America,Desktop,50.0,1000+
U103130,2025-03-21 22:02:00,Organic,North America,Mobile,43.0,11 - 50
U103131,2025-03-27 20:16:00,Social,EMEA,mobile ,50.0,201-1000
U103132,2025-05-21 21:07:00,paid search,,desktop,36.0,11-50
U103133,2025-05-08 23:23:00,Partner,LATAM,Desktop,,1-10
U103134,2025-01-15 14:51:00,email,,Mobile,67.0,11 - 50
U103135,2025-04-22 12:45:00,Organic,,Tablet,48.0,1-10
U103136,03/28/2025 07:36,Social,LATAM,Tablet,57.0,51-200
U103137,2025-05-13 19:25:00,Paid Search,LATAM,mobile ,49.0,1-10
U103138,2025-04-13 14:16:00,paid search,,mobile ,90.0,11 - 50
U103139,2025-02-24 00:16:00,Direct,APAC,Desktop,72.0,11-50
U103140,2025-04-24 16:29:00,Partner,APAC,desktop,100.0,201-1000
U103141,2025-06-27 11:20:00,paid search,LATAM,mobile ,81.0,201-1000
U103142,2025-05-08 00:37:00,Social,EMEA,desktop,68.0,11 - 50
U103143,03/09/2025 14:51,Email,,Tablet,70.0,201-1000
U103144,2025-03-11 02:53:00,Direct,EMEA,Tablet,53.0,11-50
U103145,2025-04-11 21:49:00,Paid Search,North America,Desktop,66.0,11 - 50
U103146,2025-06-22 06:22:00,Organic,,desktop,,51-200
U103147,2025-04-29 11:58:00,Direct,LATAM,Desktop,44.0,11-50
U103148,2025-05-13 05:36:00,Referral,,Tablet,57.0,1-10
U103149,2025-01-07 00:09:00,Social,EMEA,Tablet,52.0,1000+
U103150,06/19/2025 01:59,email,LATAM,Desktop,38.0,
U103151,2025-02-23 23:33:00,paid search,APAC,Tablet,65.0,1-10
U103152,2025-04-02 03:44:00,Social,LATAM,desktop,60.0,11-50
U103153,2025-03-16 13:17:00,Organic,APAC,mobile ,31.0,
U103154,2025-05-16 01:03:00,Paid Search,LATAM,Desktop,26.0,1-10
U103155,2025-02-05 11:33:00,Referral,,Desktop,54.0,
U103156,2025-04-09 21:48:00,Direct,North America,Mobile,53.0,
U103157,03/23/2025 03:50,Partner,North America,Desktop,90.0,
U103158,2025-04-29 19:19:00,paid search,LATAM,Tablet,67.0,51-200
U103159,2025-05-30 12:26:00,paid search,,mobile ,,1-10
U103160,2025-03-01 01:56:00,Paid Search,EMEA,desktop,48.0,1000+
U103161,2025-06-15 08:45:00,Organic,North America,Mobile,60.0,
U103162,2025-01-28 02:44:00,Organic,North America,Mobile,95.0,201-1000
U103163,2025-05-01 11:19:00,Partner,APAC,Mobile,68.0,1-10
U103164,03/11/2025 20:15,Social,LATAM,Tablet,77.0,11-50
U103165,2025-01-04 02:07:00,Referral,APAC,mobile ,44.0,11-50
U103166,2025-06-29 01:42:00,Partner,LATAM,Tablet,46.0,
U103167,2025-04-22 02:00:00,Referral,North America,mobile ,66.0,11-50
U103168,2025-05-28 05:57:00,Paid Search,EMEA,mobile ,77.0,1000+
U103169,2025-02-18 12:50:00,Partner,EMEA,Mobile,45.0,11-50
U103170,2025-06-11 17:20:00,Organic,,Mobile,25.0,1-10
U103171,04/04/2025 08:29,Organic,LATAM,Mobile,88.0,1000+
U103172,2025-06-01 14:47:00,Organic,EMEA,mobile ,,51-200
U103173,2025-03-03 10:34:00,Paid Search,North America,Mobile,64.0,1-10
U103174,2025-01-14 08:48:00,Paid Search,APAC,Desktop,39.0,1000+
U103175,2025-05-10 20:12:00,Direct,APAC,mobile ,73.0,51-200
U103176,2025-01-23 22:08:00,email,,mobile ,14.0,51-200
U103177,2025-01-18 16:29:00,Organic,North America,Desktop,56.0,1-10
U103178,06/06/2025 01:15,email,EMEA,mobile ,88.0,1-10
U103179,2025-06-25 22:47:00,Organic,,Mobile,36.0,1000+
U103180,2025-01-25 12:29:00,Referral,LATAM,Desktop,42.0,11 - 50
U103181,2025-02-07 00:28:00,Organic,,desktop,77.0,11 - 50
U103182,2025-02-03 22:52:00,Partner,APAC,Desktop,75.0,11-50
U103183,2025-06-23 04:51:00,Partner,,Mobile,92.0,11-50
U103184,2025-01-13 03:35:00,paid search,North America,mobile ,33.0,201-1000
U103185,05/25/2025 21:08,Paid Search,LATAM,Tablet,,
U103186,2025-03-26 16:21:00,Partner,North America,Tablet,100.0,1000+
U103187,2025-06-21 02:20:00,Paid Search,EMEA,Desktop,42.0,11-50
U103188,2025-02-19 16:40:00,paid search,,desktop,50.0,51-200
U103189,2025-06-12 09:07:00,Email,EMEA,Desktop,83.0,51-200
U103190,2025-04-04 05:09:00,Social,LATAM,Mobile,23.0,51-200
U103191,2025-04-01 06:26:00,email,APAC,Tablet,74.0,1000+
U103192,06/25/2025 10:43,Direct,EMEA,Mobile,45.0,11-50
U103193,2025-04-18 11:40:00,Paid Search,EMEA,Mobile,67.0,11 - 50
U103194,2025-01-04 08:18:00,email,North America,Desktop,51.0,1000+
U103195,2025-05-13 11:06:00,Direct,North America,Tablet,62.0,11 - 50
U103196,2025-06-14 07:03:00,Referral,LATAM,desktop,52.0,1-10
U103197,2025-06-29 14:43:00,email,,Desktop,60.0,1000+
U103198,2025-03-14 01:50:00,Partner,North America,desktop,,11-50
U103199,05/21/2025 08:55,Direct,APAC,mobile ,67.0,1-10
U103200,2025-05-09 12:43:00,Direct,APAC,Desktop,67.0,
U103201,2025-03-09 00:12:00,Direct,APAC,Desktop,57.0,201-1000
U103202,2025-04-10 06:35:00,email,,Mobile,51.0,11-50
U103203,2025-04-27 21:11:00,Direct,,desktop,50.0,11 - 50
U103204,2025-06-03 01:15:00,Organic,EMEA,Desktop,64.0,201-1000
U103205,2025-02-23 14:03:00,email,EMEA,Tablet,14.0,1000+
U103206,03/11/2025 06:56,Direct,North America,mobile ,79.0,11-50
U103207,2025-06-24 06:24:00,email,EMEA,Mobile,79.0,1-10
U103208,2025-01-04 00:41:00,Referral,North America,desktop,67.0,51-200
U103209,2025-02-17 10:01:00,Social,North America,Mobile,47.0,1-10
U103210,2025-02-14 23:25:00,Referral,LATAM,Tablet,42.0,
U103211,2025-05-08 13:30:00,Organic,LATAM,mobile ,,11-50
U103212,2025-05-13 17:17:00,Referral,EMEA,mobile ,61.0,11 - 50
U103213,02/19/2025 15:51,Paid Search,EMEA,desktop,61.0,1-10
U103214,2025-05-14 17:23:00,Partner,APAC,Tablet,58.0,1-10
U103215,2025-06-29 06:38:00,paid search,,mobile ,82.0,1-10
U103216,2025-03-05 05:16:00,Email,APAC,Mobile,74.0,11-50
U103217,2025-03-17 03:46:00,Referral,North America,desktop,47.0,1-10
U103218,2025-01-15 01:00:00,paid search,EMEA,Mobile,54.0,11-50
U103219,2025-01-07 09:18:00,Organic,APAC,desktop,62.0,
U103220,04/26/2025 14:06,Paid Search,LATAM,Desktop,81.0,11-50
U103221,2025-04-09 16:10:00,Email,APAC,desktop,58.0,51-200
U103222,2025-04-24 14:20:00,Social,EMEA,Desktop,49.0,11-50
U103223,2025-06-06 08:42:00,Partner,APAC,Desktop,66.0,201-1000
U103224,2025-02-21 21:58:00,email,,mobile ,,11-50
U103225,2025-02-04 21:52:00,Referral,North America,mobile ,56.0,1000+
U103226,2025-03-11 23:51:00,Email,North America,Tablet,57.0,51-200
U103227,01/07/2025 00:39,Organic,LATAM,desktop,63.0,51-200
U103228,2025-04-05 20:30:00,Direct,North America,Tablet,49.0,
U103229,2025-06-17 19:16:00,Partner,North America,Tablet,45.0,1-10
U103230,2025-06-17 20:01:00,paid search,LATAM,mobile ,53.0,11 - 50
U103231,2025-02-16 09:13:00,Direct,North America,Tablet,26.0,11 - 50
U103232,2025-05-09 07:42:00,Referral,LATAM,desktop,46.0,11-50
U103233,2025-06-20 08:59:00,Email,EMEA,mobile ,80.0,1-10
U103234,06/27/2025 12:06,Direct,North America,desktop,71.0,11-50
U103235,2025-06-27 14:19:00,paid search,LATAM,desktop,70.0,
U103236,2025-04-21 10:26:00,Social,EMEA,Tablet,45.0,11-50
U103237,2025-06-17 05:44:00,Email,North America,desktop,,1000+
U103238,2025-05-16 15:19:00,Email,LATAM,desktop,31.0,51-200
U103239,2025-02-18 09:41:00,paid search,APAC,mobile ,73.0,201-1000
U103240,2025-06-16 10:50:00,paid search,APAC,desktop,58.0,51-200
U103241,03/10/2025 21:25,email,EMEA,Mobile,41.0,1000+
U103242,2025-04-29 11:40:00,Email,EMEA,Tablet,77.0,201-1000
U103243,2025-03-11 00:55:00,Referral,APAC,Mobile,56.0,1-10
U103244,2025-03-09 21:13:00,Email,,desktop,45.0,
U103245,2025-01-02 14:41:00,Social,APAC,Tablet,65.0,11-50
U103246,2025-03-08 15:17:00,Partner,LATAM,Tablet,47.0,11 - 50
U103247,2025-04-21 18:37:00,Direct,APAC,mobile ,67.0,11 - 50
U103248,05/02/2025 06:11,paid search,LATAM,mobile ,44.0,1-10
U103249,2025-01-05 17:40:00,Organic,LATAM,Tablet,86.0,
U103250,2025-02-04 23:42:00,Partner,LATAM,Mobile,,1000+
U103251,2025-02-23 10:43:00,email,LATAM,desktop,30.0,201-1000
U103252,2025-03-17 00:13:00,Direct,APAC,Tablet,56.0,
U103253,2025-03-01 11:01:00,Organic,APAC,desktop,52.0,1-10
U103254,2025-01-20 20:20:00,Email,,desktop,75.0,1000+
U103255,04/14/2025 08:33,Email,EMEA,mobile ,38.0,11 - 50
U103256,2025-06-02 02:04:00,paid search,North America,mobile ,40.0,11-50
U103257,2025-05-08 01:22:00,paid search,,desktop,51.0,201-1000
U103258,2025-01-29 19:50:00,Email,LATAM,Desktop,54.0,11 - 50
U103259,2025-05-09 02:15:00,Organic,North America,Mobile,92.0,
U103260,2025-01-18 12:28:00,email,APAC,mobile ,36.0,1-10
U103261,2025-04-09 09:38:00,Organic,,mobile ,50.0,11-50
U103262,02/27/2025 22:00,Partner,LATAM,mobile ,58.0,11-50
U103263,2025-05-28 01:53:00,Referral,APAC,Mobile,,51-200
U103264,2025-01-06 15:53:00,Partner,North America,mobile ,58.0,11-50
U103265,2025-06-24 07:32:00,Referral,LATAM,desktop,64.0,51-200
U103266,2025-06-29 12:48:00,Direct,EMEA,mobile ,66.0,1-10
U103267,2025-03-22 05:57:00,paid search,LATAM,Mobile,74.0,
U103268,2025-03-02 21:55:00,Email,APAC,mobile ,78.0,1-10
U103269,06/02/2025 08:27,Referral,EMEA,mobile ,81.0,201-1000
U103270,2025-03-17 08:27:00,Email,LATAM,Mobile,46.0,11-50
U103271,2025-04-07 12:06:00,Paid Search,LATAM,desktop,34.0,11 - 50
U103272,2025-01-31 07:38:00,Email,North America,Desktop,98.0,11-50
U103273,2025-05-21 02:00:00,Email,LATAM,Mobile,55.0,201-1000
U103274,2025-05-08 03:59:00,Paid Search,APAC,Desktop,55.0,51-200
U103275,2025-03-09 17:13:00,Organic,EMEA,mobile ,79.0,51-200
U103276,03/19/2025 13:06,Direct,North America,Desktop,,201-1000
U103277,2025-03-14 19:36:00,Direct,,Desktop,12.0,201-1000
U103278,2025-04-24 13:59:00,Referral,North America,Mobile,69.0,1-10
U103279,2025-04-21 15:39:00,Partner,North America,Tablet,97.0,201-1000
U103280,2025-01-05 12:41:00,Paid Search,North America,Desktop,42.0,1000+
U103281,2025-05-11 05:30:00,paid search,,desktop,72.0,51-200
U103282,2025-06-15 16:05:00,Social,EMEA,Tablet,73.0,1-10
U103283,03/07/2025 10:26,email,EMEA,desktop,90.0,1-10
U103284,2025-04-15 13:07:00,Email,North America,desktop,45.0,201-1000
U103285,2025-06-06 17:00:00,Direct,North America,desktop,40.0,11-50
U103286,2025-03-23 08:10:00,Organic,North America,Desktop,67.0,11 - 50
U103287,2025-03-05 09:11:00,Paid Search,,Tablet,68.0,1000+
U103288,2025-02-27 19:02:00,Referral,LATAM,mobile ,72.0,1000+
U103289,2025-02-03 05:55:00,paid search,EMEA,Mobile,,51-200
U103290,06/11/2025 01:47,Paid Search,APAC,mobile ,76.0,51-200
U103291,2025-03-08 00:12:00,Organic,APAC,desktop,68.0,1000+
U103292,2025-03-13 06:41:00,Organic,North America,desktop,21.0,
U103293,2025-02-22 11:59:00,Referral,APAC,desktop,68.0,11-50
U103294,2025-04-04 12:49:00,email,LATAM,Desktop,61.0,51-200
U103295,2025-04-20 10:02:00,Paid Search,North America,Tablet,60.0,11-50
U103296,2025-01-16 10:51:00,Social,LATAM,mobile ,61.0,11-50
U103297,05/18/2025 19:51,Paid Search,LATAM,Tablet,58.0,11-50
U103298,2025-02-17 17:45:00,Referral,APAC,Desktop,86.0,1-10
U103299,2025-03-06 23:08:00,Social,North America,Desktop,63.0,
U103300,2025-01-24 09:32:00,Social,EMEA,Tablet,83.0,11 - 50
U103301,2025-02-04 15:19:00,paid search,APAC,Desktop,86.0,1000+
U103302,2025-06-24 05:55:00,Social,,mobile ,,1000+
U103303,2025-05-14 19:09:00,Direct,,Mobile,75.0,201-1000
U103304,01/30/2025 13:19,Email,EMEA,desktop,42.0,201-1000
U103305,2025-04-20 20:13:00,Direct,,mobile ,57.0,201-1000
U103306,2025-02-09 23:48:00,Social,APAC,Mobile,73.0,11 - 50
U103307,2025-02-17 22:27:00,Social,North America,Mobile,66.0,1000+
U103308,2025-02-22 21:32:00,Social,LATAM,Tablet,32.0,1-10
U103309,2025-04-09 04:58:00,Paid Search,North America,desktop,39.0,1000+
U103310,2025-04-06 07:09:00,Direct,LATAM,Desktop,60.0,51-200
U103311,05/19/2025 09:19,Partner,LATAM,desktop,29.0,201-1000
U103312,2025-06-13 20:24:00,Paid Search,LATAM,mobile ,31.0,11 - 50
U103313,2025-06-12 01:49:00,Partner,LATAM,Mobile,45.0,11 - 50
U103314,2025-06-14 13:50:00,Email,,mobile ,71.0,51-200
U103315,2025-04-30 01:45:00,email,APAC,Tablet,,11-50
U103316,2025-05-03 22:27:00,Social,LATAM,desktop,74.0,1000+
U103317,2025-05-25 01:33:00,email,APAC,desktop,48.0,1000+
U103318,03/23/2025 01:18,Email,EMEA,Tablet,54.0,1000+
U103319,2025-04-15 19:27:00,Referral,,Mobile,69.0,1000+
U103320,2025-01-25 10:02:00,Organic,North America,Desktop,68.0,11-50
U103321,2025-03-28 03:29:00,email,,Desktop,39.0,11-50
U103322,2025-03-13 23:51:00,Direct,North America,mobile ,89.0,
U103323,2025-05-09 10:30:00,Social,LATAM,Desktop,32.0,1000+
U103324,2025-05-07 09:15:00,Partner,,desktop,71.0,201-1000
U103325,01/27/2025 02:25,Partner,North America,Tablet,30.0,201-1000
U103326,2025-05-23 14:22:00,Paid Search,EMEA,Desktop,38.0,11 - 50
U103327,2025-02-19 20:01:00,Direct,LATAM,Tablet,61.0,11 - 50
U103328,2025-03-27 19:43:00,Direct,APAC,Desktop,,11-50
U103329,2025-05-27 11:49:00,Direct,LATAM,Mobile,77.0,11 - 50
U103330,2025-05-30 05:58:00,paid search,APAC,Tablet,42.0,1-10
U103331,2025-01-14 21:28:00,Paid Search,,desktop,44.0,51-200
U103332,05/07/2025 22:49,Social,,mobile ,40.0,11 - 50
U103333,2025-03-07 06:10:00,Organic,EMEA,mobile ,50.0,1000+
U103334,2025-04-27 03:26:00,Paid Search,LATAM,Mobile,64.0,11 - 50
U103335,2025-03-02 02:29:00,Partner,EMEA,Desktop,11.0,11 - 50
U103336,2025-04-18 19:59:00,email,LATAM,desktop,55.0,11-50
U103337,2025-02-07 11:51:00,Referral,LATAM,Mobile,46.0,11-50
U103338,2025-06-02 19:44:00,Partner,EMEA,Mobile,57.0,1000+
U103339,01/02/2025 13:16,Paid Search,LATAM,Desktop,54.0,201-1000
U103340,2025-06-17 04:34:00,Organic,LATAM,Tablet,43.0,201-1000
U103341,2025-05-05 12:03:00,paid search,North America,Desktop,,1000+
U103342,2025-05-29 19:53:00,email,APAC,desktop,58.0,201-1000
U103343,2025-05-06 21:52:00,Email,EMEA,Mobile,95.0,
U103344,2025-02-24 23:21:00,Referral,LATAM,Tablet,46.0,11-50
U103345,2025-03-19 05:45:00,Organic,EMEA,desktop,48.0,11 - 50
U103346,02/01/2025 09:32,Direct,APAC,Desktop,32.0,1-10
U103347,2025-01-24 17:23:00,email,LATAM,mobile ,43.0,11-50
U103348,2025-04-09 15:48:00,Direct,EMEA,Tablet,67.0,1000+
U103349,2025-02-09 09:24:00,Email,North America,desktop,88.0,11-50
U103350,2025-06-19 04:25:00,email,LATAM,Desktop,34.0,201-1000
U103351,2025-04-21 23:24:00,Email,North America,Mobile,53.0,201-1000
U103352,2025-01-08 12:22:00,Organic,North America,Tablet,71.0,1000+
U103353,06/06/2025 00:55,email,LATAM,Desktop,29.0,201-1000
U103354,2025-04-03 06:59:00,Email,EMEA,desktop,,1000+
U103355,2025-05-17 06:23:00,Social,North America,mobile ,45.0,1-10
U103356,2025-03-18 18:26:00,paid search,EMEA,Desktop,47.0,11-50
U103357,2025-06-05 08:57:00,Direct,APAC,mobile ,38.0,201-1000
U103358,2025-02-26 23:14:00,Organic,APAC,Tablet,79.0,51-200
U103359,2025-05-26 09:37:00,Organic,LATAM,Mobile,42.0,
U103360,02/10/2025 01:57,Paid Search,North America,mobile ,100.0,1-10
U103361,2025-01-17 00:04:00,Email,LATAM,Mobile,59.0,1000+
U103362,2025-03-17 07:54:00,Organic,EMEA,desktop,83.0,1-10
U103363,2025-05-21 22:40:00,paid search,LATAM,Tablet,70.0,11-50
U103364,2025-04-02 07:46:00,Direct,North America,Mobile,68.0,51-200
U103365,2025-01-23 01:58:00,Social,EMEA,Tablet,70.0,11 - 50
U103366,2025-01-10 05:22:00,Referral,APAC,Desktop,82.0,11 - 50
U103367,03/14/2025 21:59,Referral,EMEA,Tablet,,11-50
U103368,2025-03-15 00:13:00,Paid Search,,Tablet,35.0,1-10
U103369,2025-02-22 07:05:00,email,APAC,desktop,72.0,1-10
U103370,2025-04-11 20:10:00,Organic,EMEA,Desktop,68.0,1-10
U103371,2025-01-26 19:56:00,Paid Search,APAC,Mobile,100.0,11 - 50
U103372,2025-06-10 06:06:00,email,APAC,Desktop,58.0,51-200
U103373,2025-01-12 07:20:00,Referral,North America,mobile ,31.0,11-50
U103374,06/12/2025 00:12,Email,,Mobile,77.0,51-200
U103375,2025-05-29 10:33:00,Partner,APAC,mobile ,73.0,201-1000
